make,model,yearFrom,yearTo,body,drive,cylinders,displacement,hp,trans,gears,seats,clearanceMm,reliability,mpg,priceUsd,looks,tags
Honda,Jazz,2020,2024,hatch,fwd,4,1.5,107,cvt,1,5,135,5,48,17000,2,"hybrid,frugal,practical,city"
Honda,CR-V Hybrid,2020,2024,suv,awd,4,2,212,cvt,1,5,200,5,38,26000,3,"hybrid,frugal,family,practical"
Suzuki,Ignis,2017,2024,suv,fwd,4,1.2,89,manual,5,5,180,4,45,12000,3,"tiny,offroad,frugal,quirky"
Suzuki,SX4 S-Cross,2014,2021,suv,awd,4,1.6,118,manual,6,5,180,4,34,12000,3,"small,offroad,practical"
Daihatsu,Terios,2006,2017,suv,4x4,4,1.5,105,manual,5,5,200,4,30,8000,3,"tiny,offroad,cheap"
Isuzu,MU-X,2021,2024,suv,4x4,4,3,187,auto,6,7,235,4,25,35000,3,"offroad,diesel,3row,tough"
Lexus,RC F,2015,2024,coupe,rwd,8,5,472,auto,8,4,130,5,19,40000,5,"v8,fast,loud,sporty"
Lexus,NX 300,2018,2021,suv,awd,4,2,235,auto,6,5,180,5,25,25000,3,"premium,practical,turbo"
Lexus,UX 250h,2019,2024,suv,awd,4,2,181,cvt,1,5,160,5,39,28000,3,"hybrid,frugal,premium,small"
Infiniti,Q60,2017,2022,coupe,rwd,6,3,400,auto,7,4,130,3,22,30000,5,"fast,turbo,stylish"
Acura,Integra,2023,2025,sedan,fwd,4,1.5,200,manual,6,5,135,4,33,30000,4,"sporty,fun,manual"
Acura,RDX,2019,2024,suv,awd,4,2,272,auto,10,5,200,4,24,28000,3,"practical,premium,turbo"
Acura,TLX Type S,2021,2024,sedan,awd,6,3,355,auto,10,5,140,4,22,40000,4,"fast,six,premium"
Hyundai,i20,2020,2024,hatch,fwd,3,1,99,dct,7,5,145,4,45,14000,3,"small,frugal,city"
Hyundai,i30,2017,2023,hatch,fwd,4,1.4,138,dct,7,5,145,4,38,14000,3,"practical,frugal"
Hyundai,Kona Electric,2019,2023,suv,fwd,0,0,201,single,1,5,170,4,120,22000,3,"ev,frugal,practical"
Hyundai,Ioniq 6,2023,2025,sedan,awd,0,0,320,single,1,5,140,4,113,38000,4,"ev,stylish,quick,tech"
Kia,Ceed,2018,2024,hatch,fwd,4,1.4,138,dct,7,5,145,4,38,14000,3,"practical,frugal"
Kia,Rio,2017,2023,hatch,fwd,4,1.25,83,manual,5,5,145,4,44,10000,2,"small,cheap,frugal"
Kia,Stonic,2017,2024,suv,fwd,3,1,99,dct,7,5,165,4,42,14000,3,"small,frugal,practical"
Kia,Niro EV,2019,2022,suv,fwd,0,0,201,single,1,5,155,4,112,22000,3,"ev,frugal,practical"
Kia,Soul EV,2020,2024,hatch,fwd,0,0,201,single,1,5,165,4,114,21000,3,"ev,boxy,practical"
Kia,EV9,2024,2025,suv,awd,0,0,379,single,1,7,180,4,80,60000,4,"ev,3row,boxy,family"
SsangYong,Korando,2019,2024,suv,awd,4,1.6,134,auto,6,5,180,3,34,15000,2,"cheap,practical,diesel"
Chevrolet,Cruze,2016,2019,sedan,fwd,4,1.4,153,auto,6,5,145,3,34,10000,2,"cheap,frugal,commuter"
Chevrolet,Equinox,2018,2024,suv,awd,4,1.5,170,auto,6,5,200,3,28,18000,2,"practical,family"
Chevrolet,Traverse,2018,2024,suv,awd,6,3.6,310,auto,9,8,200,3,21,25000,3,"3row,family,big"
Chevrolet,Trailblazer,2021,2024,suv,awd,3,1.3,155,cvt,1,5,200,3,29,20000,3,"small,practical,frugal"
Chevrolet,Blazer,2019,2024,suv,awd,6,3.6,308,auto,9,5,200,3,22,26000,4,"stylish,practical,six"
Chevrolet,Camaro V6,2016,2023,coupe,rwd,6,3.6,335,manual,6,4,120,3,22,24000,4,"six,sporty,rwd"
Chevrolet,Silverado 2500HD,2020,2024,pickup,4x4,8,6.6,401,auto,6,6,240,3,14,45000,3,"truck,v8,tow,heavy"
Chevrolet,Equinox EV,2024,2025,suv,fwd,0,0,213,single,1,5,200,3,108,35000,3,"ev,practical,family"
Ford,Taurus,2013,2019,sedan,fwd,6,3.5,288,auto,6,5,140,3,21,11000,2,"big,comfort,six"
Ford,Bronco Sport,2021,2024,suv,4x4,3,1.5,181,auto,8,5,220,3,28,26000,4,"offroad,small,boxy"
Ford,Explorer ST,2020,2024,suv,awd,6,3,400,auto,10,7,200,3,21,38000,4,"fast,3row,six"
Ford,Mustang GT S650,2024,2025,coupe,rwd,8,5,480,manual,6,4,125,3,19,45000,5,"v8,sporty,fast,loud"
GMC,Acadia,2020,2024,suv,awd,4,2,230,auto,9,7,200,3,24,28000,3,"3row,family,practical"
GMC,Yukon,2021,2024,suv,4x4,8,5.3,355,auto,10,8,200,3,18,45000,3,"v8,3row,tow,big"
Buick,Enclave,2018,2024,suv,awd,6,3.6,310,auto,9,7,200,3,21,26000,3,"3row,comfort,family"
Jeep,Compass,2017,2024,suv,4x4,4,2.4,180,auto,9,5,210,2,25,16000,3,"small,offroad,practical"
Jeep,Wrangler 4xe,2021,2024,suv,4x4,4,2,375,auto,8,5,275,2,49,42000,5,"offroad,hybrid,boxy,tough"
Dodge,Durango SRT,2018,2023,suv,awd,8,6.4,475,auto,8,7,215,3,15,50000,5,"v8,fast,3row,tow"
Ram,2500,2019,2024,pickup,4x4,6,6.7,370,auto,6,6,220,3,15,50000,3,"truck,diesel,tow,heavy"
Chrysler,Voyager,2020,2024,van,fwd,6,3.6,287,auto,9,7,130,3,22,24000,2,"van,family,practical"
Lincoln,Navigator,2018,2024,suv,4x4,6,3.5,440,auto,10,8,245,3,19,50000,4,"luxury,3row,big,tow"
Cadillac,XT5,2017,2024,suv,awd,6,3.6,310,auto,8,5,200,3,21,25000,3,"premium,practical,six"
Tesla,Model X,2016,2024,suv,awd,0,0,670,single,1,7,145,2,102,45000,4,"ev,fast,3row,tech"
Lucid,Air,2022,2025,sedan,awd,0,0,620,single,1,5,140,2,130,60000,5,"ev,fast,luxury,tech"
Mercedes-Benz,EQS,2022,2024,sedan,awd,0,0,516,single,1,5,130,3,97,55000,4,"ev,luxury,quiet,tech"
BMW,iX,2022,2024,suv,awd,0,0,516,single,1,5,200,3,86,55000,4,"ev,premium,quiet,tech"
Ferrari,F430,2005,2009,coupe,rwd,8,4.3,483,manual,6,2,100,2,15,110000,5,"exotic,v8,fast,mid"
Ferrari,California,2009,2014,convertible,rwd,8,4.3,453,dct,7,4,110,3,17,75000,5,"exotic,v8,fast"
Lamborghini,Gallardo,2004,2008,coupe,awd,10,5,493,manual,6,2,100,2,13,95000,5,"exotic,v10,fast,mid"
Aston Martin,V8 Vantage,2006,2011,coupe,rwd,8,4.3,380,manual,6,2,110,2,16,45000,5,"exotic,v8,sporty"
Aston Martin,DB9,2004,2009,coupe,rwd,12,5.9,450,auto,6,4,110,2,15,42000,5,"exotic,v12,luxury,fast"
Bentley,Continental GT,2004,2010,coupe,awd,12,6,552,auto,6,4,110,3,13,55000,5,"luxury,w12,fast,heavy"
Lotus,Evora GT,2020,2021,coupe,rwd,6,3.5,416,manual,6,2,110,3,20,85000,5,"exotic,sporty,mid,light"
Maserati,GranTurismo,2008,2013,coupe,rwd,8,4.7,433,auto,6,4,110,2,15,35000,5,"luxury,v8,sporty"
Maserati,Levante,2017,2021,suv,awd,6,3,345,auto,8,5,200,2,18,38000,4,"luxury,suv,sporty"
Dodge,Viper,2013,2017,coupe,rwd,10,8.4,645,manual,6,2,105,2,15,75000,5,"exotic,v10,fast"
Renault,Alpine A110,2018,2024,coupe,rwd,4,1.8,252,dct,7,2,120,4,29,65000,5,"sporty,mid,light,fast"
Porsche,Cayman GT4,2020,2023,coupe,rwd,6,4,414,manual,6,2,115,4,17,95000,5,"exotic,sporty,mid,fast,track"
Porsche,718 Spyder,2020,2024,convertible,rwd,6,4,414,manual,6,2,115,4,17,98000,5,"sporty,mid,fast,fun"
Porsche,Panamera,2017,2023,sedan,awd,6,3,325,dct,8,4,120,3,19,42000,4,"luxury,sporty,fast"
Fiat,124 Spider,2017,2020,convertible,rwd,4,1.4,164,manual,6,2,120,3,29,20000,4,"sporty,fun,light"
Datsun,240Z,1970,1973,coupe,rwd,6,2.4,151,manual,4,2,130,3,20,28000,5,"classic,jdm,sporty,rwd"
Plymouth,Prowler,1997,2002,convertible,rwd,6,3.5,253,auto,4,2,110,3,19,35000,5,"retro,hotrod,rwd"
Pontiac,Firebird Trans Am,1998,2002,coupe,rwd,8,5.7,320,manual,6,4,120,3,18,15000,4,"v8,muscle,fast"
Pontiac,G8 GT,2008,2009,sedan,rwd,8,6,361,auto,6,5,140,4,18,17000,4,"v8,fast,rwd"
Pontiac,Solstice,2006,2009,convertible,rwd,4,2.4,177,manual,5,2,110,3,25,10000,4,"sporty,fun,light"
Saturn,Sky,2007,2010,convertible,rwd,4,2,260,manual,5,2,120,3,25,14000,4,"sporty,turbo,fun"
Saturn,Ion Red Line,2004,2007,sedan,fwd,4,2,205,manual,5,5,140,2,26,6000,3,"sporty,turbo,cheap"
Chevrolet,SS,2014,2017,sedan,rwd,8,6.2,415,auto,6,5,130,3,17,32000,5,"v8,fast,rwd,sleeper"
Chevrolet,Camaro ZL1,2017,2024,coupe,rwd,8,6.2,650,manual,6,4,110,3,14,55000,5,"v8,fast,supercharged"
Ford,Mustang Shelby GT500,2020,2022,coupe,rwd,8,5.2,760,dct,7,4,110,3,14,85000,5,"v8,fast,supercharged,track"
Ford,Thunderbird,2002,2005,convertible,rwd,8,3.9,252,auto,5,4,120,3,19,15000,4,"retro,v8,cruiser"
Dodge,Challenger Hellcat,2015,2023,coupe,rwd,8,6.2,717,auto,8,4,115,3,13,55000,5,"v8,fast,muscle,supercharged"
Dodge,Charger Scat Pack,2015,2023,sedan,rwd,8,6.4,485,auto,8,5,135,3,16,38000,5,"v8,fast,muscle"
Ram,1500 TRX,2021,2023,pickup,4x4,8,6.2,702,auto,8,5,290,3,10,75000,5,"v8,fast,offroad,supercharged"
Cadillac,CT5-V Blackwing,2022,2023,sedan,rwd,8,6.2,668,manual,6,4,130,3,15,95000,5,"v8,fast,supercharged,rwd"
Cadillac,ATS-V,2016,2019,sedan,rwd,6,3.6,464,manual,6,4,130,3,19,35000,5,"sporty,turbo,fast"
Scion,tC,2005,2010,coupe,fwd,4,2.4,161,manual,5,4,130,4,26,7000,3,"cheap-parts,commuter"
Scion,FR-S,2013,2016,coupe,rwd,4,2,200,manual,6,4,130,4,28,16000,4,"sporty,jdm,fun"
Scion,xB,2008,2015,wagon,fwd,4,2.4,158,auto,4,5,160,4,25,8000,2,"practical,boxy"
Mercury,Grand Marquis,2003,2011,sedan,rwd,8,4.6,224,auto,4,6,145,4,18,7000,2,"comfort,v8,quiet"
Mercury,Cougar,1999,2002,coupe,fwd,6,2.5,170,manual,5,4,130,3,24,5000,3,"sporty,cheap"
Saab,9-3 Aero,2003,2011,convertible,fwd,4,2,210,manual,6,4,130,3,24,7000,3,"turbo,quirky,fun"
Buick,Regal GS,2012,2017,sedan,awd,4,2,259,auto,6,5,140,3,25,10000,3,"sporty,turbo,awd"
Buick,Encore,2013,2022,suv,awd,4,1.4,138,auto,6,5,180,3,28,12000,2,"small,practical"
Buick,LaCrosse,2010,2016,sedan,fwd,6,3.6,304,auto,6,5,140,3,24,9000,2,"comfort,quiet"
Buick,Envision,2021,2024,suv,awd,4,2,228,auto,9,5,195,3,25,22000,3,"small,practical"
Lincoln,MKZ,2013,2020,sedan,awd,6,3.7,300,auto,6,5,140,3,23,12000,3,"luxury,comfort"
Lincoln,Aviator,2020,2024,suv,awd,6,3,400,auto,10,6,200,3,20,42000,4,"luxury,3row,turbo,fast"
Lincoln,Continental,2017,2020,sedan,awd,6,3,400,auto,6,5,140,3,20,25000,4,"luxury,quiet,fast"
Chrysler,300 SRT8,2012,2014,sedan,rwd,8,6.4,470,auto,5,5,130,3,16,22000,5,"v8,fast,muscle"
Chrysler,Sebring,2007,2010,sedan,fwd,4,2.4,173,auto,4,5,140,2,25,4000,2,"cheap,commuter"
Dodge,Journey,2011,2020,suv,fwd,6,3.6,283,auto,6,7,180,2,22,7000,2,"3row,family,cheap"
Dodge,Dart,2013,2016,sedan,fwd,4,2,160,auto,6,5,140,2,29,7000,3,"commuter,cheap"
Dodge,Grand Caravan,2011,2020,van,fwd,6,3.6,283,auto,6,7,150,3,21,9000,2,"van,family,practical"
Jeep,Grand Wagoneer,2022,2025,suv,4x4,8,6.4,471,auto,8,7,250,3,14,85000,4,"v8,luxury,3row,big"
Ford,Bronco Raptor,2022,2024,suv,4x4,6,3,418,auto,10,5,300,3,15,65000,5,"offroad,turbo,fast,big"
Ford,C-Max Hybrid,2013,2018,hatch,fwd,4,2,188,cvt,1,5,150,3,40,8000,2,"hybrid,practical"
Ford,Flex,2009,2019,wagon,awd,6,3.5,287,auto,6,7,170,3,19,10000,2,"3row,wagon,family"
Volkswagen,Atlas,2018,2024,suv,awd,6,3.6,276,auto,8,7,200,3,20,25000,3,"3row,family,practical"
Volkswagen,Taos,2022,2025,suv,awd,4,1.5,158,dct,8,5,190,4,29,22000,3,"small,practical"
Volkswagen,CC,2009,2017,sedan,fwd,4,2,200,dct,6,5,130,3,27,9000,4,"stylish,sporty,turbo"
Volkswagen,Jetta GLI,2019,2024,sedan,fwd,4,2,228,manual,6,5,135,4,28,24000,4,"sporty,turbo,fun"
Audi,Q8,2019,2024,suv,awd,6,3,335,auto,8,5,200,3,20,45000,4,"luxury,sporty,suv"
Audi,A8,2011,2018,sedan,awd,8,4,435,auto,8,5,130,4,20,22000,4,"luxury,v8,quiet"
Audi,RS7,2014,2018,sedan,awd,8,4,560,auto,8,5,125,3,17,50000,5,"fast,v8,luxury,sporty"
BMW,X6,2015,2019,suv,awd,6,3,300,auto,8,5,200,3,21,25000,3,"sporty,suv,coupe-like"
BMW,Z4,2019,2024,convertible,rwd,4,2,255,auto,8,2,120,4,26,35000,5,"sporty,fun,light"
BMW,750i,2016,2022,sedan,rwd,8,4.4,445,auto,8,5,130,3,18,32000,4,"luxury,v8,fast"
BMW,M8,2020,2024,coupe,awd,8,4.4,617,dct,8,4,115,3,15,85000,5,"v8,fast,luxury,sporty"
Mercedes-Benz,S63 AMG,2015,2020,sedan,awd,8,5.5,577,auto,7,5,120,3,15,65000,5,"v8,fast,luxury"
Mercedes-Benz,GLC 63 AMG,2018,2022,suv,awd,8,4,469,auto,9,5,190,3,17,45000,5,"v8,fast,suv,sporty"
Mercedes-Benz,CLA 45 AMG,2020,2023,sedan,awd,4,2,382,dct,8,5,130,3,23,42000,5,"turbo,fast,sporty"
Kia,K5 GT,2021,2024,sedan,fwd,4,2.5,290,dct,8,5,140,4,24,26000,4,"sporty,turbo,fast"
Kia,Forte,2019,2024,sedan,fwd,4,2,147,cvt,1,5,140,4,33,15000,3,"commuter,cheap-parts"
Kia,EV6 GT,2022,2025,suv,awd,0,0,576,single,1,5,175,4,90,58000,5,"ev,fast,tech"
Hyundai,Santa Cruz,2022,2025,pickup,awd,4,2.5,281,dct,8,5,210,4,21,28000,3,"small,truck,practical"
Hyundai,Venue,2020,2024,suv,fwd,4,1.6,121,cvt,1,5,195,4,31,16000,2,"small,cheap,practical"
Hyundai,Elantra N,2022,2025,sedan,fwd,4,2,276,manual,6,5,135,4,23,30000,5,"sporty,turbo,fast"
Land Rover,Range Rover,2013,2021,suv,4x4,8,5,518,auto,8,5,290,2,15,35000,4,"luxury,v8,offroad,big"
Land Rover,Evoque,2012,2019,suv,awd,4,2,240,auto,9,5,210,2,26,15000,3,"small,luxury,suv"
Skoda,Enyaq,2021,2025,suv,awd,0,0,261,single,1,5,180,4,90,32000,3,"ev,practical,family"
Peugeot,RCZ,2010,2015,coupe,fwd,4,1.6,197,manual,6,4,120,3,32,10000,4,"stylish,sporty,turbo"
Alfa Romeo,Tonale,2023,2025,suv,awd,4,1.3,272,dct,6,5,200,3,29,32000,4,"sporty,turbo,hybrid"
Mini,Clubman,2016,2024,wagon,fwd,4,2,189,auto,8,5,140,3,28,20000,4,"stylish,sporty,small"
Mazda,CX-3,2016,2021,suv,awd,4,2,148,auto,6,5,190,4,29,14000,3,"small,practical"
Mazda,5,2006,2015,van,fwd,4,2.3,157,auto,5,6,150,3,24,6000,2,"practical,family,small-van"
Nissan,Pathfinder,2017,2024,suv,4x4,6,3.5,284,cvt,1,7,190,3,21,22000,3,"3row,family,offroad"
Nissan,Kicks,2018,2024,suv,fwd,4,1.6,122,cvt,1,5,180,4,33,16000,2,"small,cheap,practical"
Nissan,Murano,2015,2024,suv,awd,6,3.5,260,cvt,1,5,200,3,23,17000,3,"stylish,suv,family"
Nissan,Titan XD,2016,2023,pickup,4x4,8,5.6,400,auto,9,6,230,3,16,35000,3,"truck,v8,tow"
Subaru,Solterra,2023,2025,suv,awd,0,0,215,single,1,5,210,3,86,38000,3,"ev,offroad,family"
Honda,Civic Hatchback Sport,2022,2025,hatch,fwd,4,2,158,cvt,1,5,135,4,33,22000,3,"commuter,practical"
Toyota,Venza,2021,2025,suv,awd,4,2.5,219,cvt,1,5,200,4,40,32000,3,"hybrid,practical,family"
Toyota,Matrix,2009,2013,hatch,fwd,4,1.8,132,auto,4,5,150,4,29,7000,2,"practical,cheap-parts"
Toyota,Tacoma TRD Pro,2022,2025,pickup,4x4,6,3.5,278,auto,8,5,290,4,19,48000,4,"offroad,truck,tough"
GMC,Sierra 1500,2019,2024,pickup,4x4,8,5.3,355,auto,8,6,240,3,17,32000,3,"truck,v8,tow"
GMC,Terrain,2018,2023,suv,awd,4,1.5,170,auto,9,5,200,3,26,18000,3,"small,family,practical"
GMC,Hummer EV,2022,2024,pickup,awd,0,0,830,single,1,5,320,3,47,85000,5,"ev,fast,offroad,big"
Infiniti,QX60,2014,2021,suv,awd,6,3.5,295,cvt,1,7,190,3,22,17000,3,"3row,family,practical"
Infiniti,FX35,2003,2008,suv,rwd,6,3.5,280,auto,5,5,190,3,18,9000,4,"sporty,suv,stylish"
Infiniti,Q60 Red Sport,2017,2022,coupe,rwd,6,3,400,auto,7,4,130,3,22,32000,4,"sporty,turbo,fast"
Mitsubishi,Mirage,2014,2021,hatch,fwd,3,1.2,78,cvt,1,5,150,3,39,6000,1,"cheap-parts,frugal"
Mitsubishi,Eclipse Cross,2018,2024,suv,awd,4,1.5,152,cvt,1,5,195,3,26,17000,3,"small,practical"
Mitsubishi,Galant,1999,2003,sedan,fwd,6,3,195,auto,4,5,140,2,22,4000,2,"commuter,cheap"
Jaguar,XJ,2011,2019,sedan,rwd,8,5,470,auto,8,5,135,3,18,20000,4,"luxury,v8,fast"
Jaguar,E-Pace,2018,2023,suv,awd,4,2,246,auto,9,5,200,3,24,22000,3,"small,luxury,suv"
Jaguar,I-Pace,2019,2023,suv,awd,0,0,394,single,1,5,170,3,76,35000,4,"ev,luxury,fast"
Cadillac,Escalade ESV,2015,2020,suv,4x4,8,6.2,420,auto,10,8,220,3,15,45000,4,"v8,luxury,big,3row"
Cadillac,CT4,2020,2024,sedan,rwd,4,2,237,auto,10,5,135,4,27,24000,3,"sporty,turbo,commuter"
Cadillac,Lyriq,2023,2025,suv,awd,0,0,500,single,1,5,190,3,89,48000,4,"ev,luxury,suv,tech"
Genesis,GV70,2022,2025,suv,awd,4,2.5,300,auto,8,5,200,4,24,38000,4,"luxury,sporty,turbo"
Genesis,GV80,2021,2025,suv,awd,6,3.5,375,auto,8,7,205,4,19,55000,4,"luxury,3row,turbo,fast"
Genesis,G90,2017,2022,sedan,awd,8,5,420,auto,8,5,140,4,18,35000,4,"luxury,v8,quiet"
Genesis,GV60,2023,2025,suv,awd,0,0,429,single,1,5,180,4,95,58000,4,"ev,fast,luxury,tech"
Volvo,C40,2022,2025,suv,awd,0,0,402,single,1,5,170,4,92,45000,4,"ev,sporty,tech"
Polestar,3,2024,2025,suv,awd,0,0,489,single,1,5,190,3,85,68000,4,"ev,fast,luxury,tech"
Chevrolet,Spark,2016,2022,hatch,fwd,4,1.4,98,cvt,1,4,150,3,33,6000,1,"cheap-parts,frugal,small"
Chevrolet,Sonic,2012,2020,sedan,fwd,4,1.8,138,auto,6,5,150,3,30,6000,1,"cheap-parts,commuter"
Chevrolet,Trax,2017,2022,suv,fwd,4,1.4,138,auto,6,5,180,3,28,10000,2,"small,practical,cheap"
Chevrolet,Bolt EUV,2022,2023,suv,fwd,0,0,200,single,1,5,170,3,115,28000,2,"ev,cheap,practical"
Tesla,Model 3 Performance,2018,2023,sedan,awd,0,0,450,single,1,5,135,4,113,38000,4,"ev,fast,tech"
Tesla,Cybertruck,2024,2025,pickup,awd,0,0,600,single,1,5,270,3,60,80000,5,"ev,fast,offroad,tech,big"
Toyota,Previa,1990,1997,van,rwd,4,2.4,138,auto,4,7,170,3,18,9000,2,"mid,practical,family,unique"
Pontiac,Fiero GT,1986,1988,coupe,rwd,6,2.8,140,manual,5,2,120,2,22,9000,4,"mid,budget,sporty"
Fiat,X1/9,1974,1989,convertible,rwd,4,1.5,85,manual,5,2,120,2,28,12000,4,"mid,light,classic,budget"
De Tomaso,Pantera,1971,1992,coupe,rwd,8,5.8,330,manual,5,2,100,2,12,75000,5,"mid,v8,exotic,fast,classic"
Ferrari,F355,1995,1999,coupe,rwd,8,3.5,375,manual,6,2,110,2,15,95000,5,"mid,v8,exotic,fast,icon"
Volkswagen,Karmann Ghia,1970,1974,coupe,rwd,4,1.6,60,manual,4,4,130,3,27,15000,4,"classic,air-cooled,light"
Alpine,A310,1971,1984,coupe,rwd,6,2.7,150,manual,5,2,110,2,20,30000,5,"classic,sporty,french"
Tatra,613,1974,1990,sedan,rwd,8,3.5,165,manual,5,5,140,2,16,15000,2,"classic,v8,unique,rare"
DeLorean,DMC-12,1981,1983,coupe,rwd,6,2.8,130,manual,5,2,110,2,19,50000,5,"classic,icon,stainless"
Skoda,130 Rapid Coupe,1987,1990,coupe,rwd,4,1.3,63,manual,4,4,120,2,34,9000,3,"classic,budget,light"
Ford,F-150 Regular Cab,2015,2020,pickup,rwd,6,3.3,290,auto,10,3,215,3,21,22000,1,"truck,work,cheap,rwd"
Chevrolet,Silverado 1500 WT,2019,2024,pickup,rwd,6,4.3,285,auto,8,3,215,3,20,23000,1,"truck,work,cheap,rwd"
Toyota,Tacoma SR,2016,2023,pickup,rwd,4,2.7,159,manual,6,4,220,5,21,19000,2,"truck,budget,rwd"
Ford,Ranger XL,2019,2023,pickup,rwd,4,2.3,270,auto,10,5,215,3,22,24000,2,"truck,budget,rwd"
Isuzu,D-Max 4x2,2017,2024,pickup,rwd,4,3,187,auto,6,5,215,4,27,22000,3,"truck,diesel,budget,rwd"
Datsun,720,1979,1986,pickup,rwd,4,2,100,manual,5,3,200,3,25,8000,2,"classic,budget,rwd"
Chevrolet,S-10,1994,2004,pickup,rwd,4,2.2,118,manual,5,3,200,3,23,6000,1,"classic,budget,rwd"
Ford,Courier,1972,1982,pickup,rwd,4,1.8,74,manual,4,3,190,2,26,9000,1,"classic,budget,rwd"
Volkswagen,Rabbit Pickup,1979,1983,pickup,fwd,4,1.7,76,manual,4,2,180,3,30,9000,1,"classic,budget,fwd,rare"
Subaru,Brat,1978,1987,pickup,awd,4,1.8,73,manual,4,4,210,2,26,12000,3,"cult,quirky,classic,awd"
Great Wall,Wingle 5,2011,2020,pickup,4x4,4,2,139,manual,5,5,200,2,29,9000,2,"truck,diesel,budget,international"
SsangYong,Musso,2018,2024,pickup,4x4,4,2.2,181,auto,6,5,205,3,26,24000,2,"truck,diesel,practical"
Toyota,HiAce,2019,2024,van,rwd,4,2.8,174,auto,6,5,180,4,24,28000,2,"van,practical,diesel,international"
Ford,F-150 Lightning,2022,2025,pickup,awd,0,0,452,single,1,5,215,3,68,55000,4,"ev,truck,fast,tech"
Chevrolet,Silverado EV,2023,2025,pickup,awd,0,0,754,single,1,5,220,3,52,80000,4,"ev,truck,fast,tow,tech"
Toyota,4Runner TRD Pro,2020,2024,suv,4x4,6,4,270,auto,5,5,270,5,17,48000,4,"offroad,truck,tough"
Ineos,Grenadier,2023,2025,suv,4x4,6,3,282,auto,8,5,264,3,20,75000,4,"offroad,tough,rugged"
Chevrolet,Corvette C8 Convertible,2020,2024,convertible,rwd,8,6.2,495,dct,8,2,110,4,19,75000,5,"v8,fast,exotic,fun"
Ford,Mustang GT Convertible,2018,2023,convertible,rwd,8,5,460,manual,6,4,120,4,18,38000,5,"v8,fast,fun"
Mini,Cooper S Convertible,2016,2024,convertible,fwd,4,2,189,auto,7,4,130,4,29,24000,4,"stylish,sporty,fun"
Volkswagen,Beetle Convertible,2013,2019,convertible,fwd,4,1.8,170,auto,6,4,135,3,29,15000,3,"stylish,fun,retro"
Chrysler,200 Convertible,2011,2014,convertible,fwd,6,3.6,283,auto,6,4,130,2,23,9000,2,"cheap,cruiser"
Fiat,500C,2012,2019,convertible,fwd,4,1.4,101,auto,6,4,140,3,31,9000,3,"small,fun,cheap"
Land Rover,Range Rover Evoque Convertible,2016,2018,convertible,awd,4,2,240,auto,9,4,210,2,25,22000,3,"luxury,rare,offroad-capable"
Audi,A5 Cabriolet,2018,2024,convertible,awd,4,2,261,auto,7,4,130,4,27,32000,4,"luxury,sporty,stylish"
Mercedes-Benz,Sprinter Passenger,2015,2024,van,rwd,6,3,188,auto,7,9,180,3,18,32000,2,"van,big,practical"
Ford,Transit Passenger Wagon,2015,2024,van,rwd,6,3.5,275,auto,10,9,180,3,16,35000,3,"van,big,practical"
Chevrolet,Express Passenger,2010,2024,van,rwd,8,6,341,auto,6,8,180,2,14,26000,1,"van,big,v8,practical"
Nissan,NV200,2013,2021,van,fwd,4,2,131,cvt,1,5,160,3,25,12000,2,"van,small,cargo,practical"
Fiat,Ducato,2014,2024,van,fwd,4,2.3,140,manual,6,5,180,3,28,18000,2,"van,cargo,diesel,practical"
Honda,Odyssey Elite,2018,2024,van,fwd,6,3.5,280,auto,10,6,140,4,22,32000,3,"van,family,captain-chairs"
Kia,Sedona,2015,2020,van,fwd,6,3.3,276,auto,6,6,150,3,22,17000,2,"van,family,captain-chairs"
